id_str,text
'793270689780203520',
'793281386912354304',
'793299404975247360',
'793301295255945216',
'793315815411978240',
'793322306848292864',
'793322433625415680',
'793365409047023616',
'793369654878232577',
'793375905280393216',
'793376242837823488',
'793378044052406272',
'793378188416131072',
'793379112685568000',
'793381418395136000',
'793382930085253121',
'793383832720474113',
'793386133434593280',
'793386974459682816',
'793390636619759616',
'793393912769576960',
'793394384213532672',
'793395133337198592',
'793397280254472193',
'793399638548242436',
'793404385443348480',
'793406096966819840',
'793407060989865984',
'793407430344310785',
'793408494649081856',
'793411263133061120',
'793411871965601792',
'793412238073815040',
'793412334429540352',
'793416007331315714',
'793419622011719681',
'793419953399533569',
'793420070919766017',
'793421678286102528',
'793423153024344064',
'793423313674571776',
'793423314333134850',
'793424718657380352',
'793424853269352448',
'793425831775313920',
'793425985920241664',
'793425986528444416',
'793427269083693057',
'793427801844092928',
'793430591437934592',
'793433912013950977',
'793435713089867776',
'793436721371152384',
'793440960453672964',
'793441617172582400',
'793441656984903680',
'793443183405461504',
'793443470149087233',
'793443618853969920',
'793443842263543808',
'793443928146075648',
'793443950283657216',
'793445349943803904',
'793446509429690368',
'793446836577021953',
'793446998707933184',
'793448359721857024',
'793449924503474176',
'793450914585739266',
'793451025101389824',
'793451435371495428',
'793451647716429824',
'793453039558463489',
'793456524253429760',
'793457568580591618',
'793458456099454976',
'793465378970140675',
'793467086869630977',
'793467430005866496',
'793467867949895684',
'793468167104454656',
'793468762976583681',
'793469034146639872',
'793469194595512320',
'793469276652965893',
'793470861361557504',
'793472668502745088',
'793472776652918785',
'793472902980960256',
'793473136142540800',
'793474430433386502',
'793475731963588608',
'793475894094376961',
'793477197768101889',
'793477550857154560',
'793481526726057984',
'793482215703347200',
'793482333219385344',
'793482520952176640',
'793482750225514496',
'793483044854308865',
'793486254583193600',
'793486404336623616',
'793486927815184384',
'793487347027369984',
'793488232872747010',
'793488470794698752',
'793489707854340096',
'793490018215964673',
'793490071055773696',
'793490205005209600',
'793491042460901376',
'793491291988426752',
'793491410859229184',
'793491542665228290',
'793492017644986368',
'793492163224973312',
'793492430666498050',
'793492910603993089',
'793493625891983360',
'793494437343223808',
'793494568427749381',
'793494882883145729',
'793495689372237824',
'793495951700815872',
'793496018553888772',
'793496019682074624',
'793496072664539136',
'793497211380305920',
'793497751543697408',
'793501358687154176',
'793501578766319616',
'793501657346682880',
'793502251562176512',
'793502427072778240',
'793502854459879424',
'793503772093902848',
'793503801097543681',
'793503955191943169',
'793504235400884224',
'793504628906332160',
'793505027155308544',
'793505073091452928',
'793505101289754624',
'793506081573998592',
'793506108090359808',
'793506389964587008',
'793506390270742529',
'793506477910724608',
'793506518263934976',
'793506642751086592',
'793507194989862914',
'793507270168633344',
'793507630484447234',
'793507649329500160',
'793508213769535492',
'793508406795571205',
'793508655752765441',
'793508743136837632',
'793508835843514368',
'793509091490557952',
'793509408881999873',
'793509552675225600',
'793509569494388736',
'793509990719950848',
'793510077311352832',
'793510093786669056',
'793510295608098816',
'793510483588284416',
'793510532909268993',
'793510543654957057',
'793510787855880193',
'793510853337292800',
'793511000192458756',
'793511037563727873',
'793511130920607744',
'793511284063035392',
'793511284931190784',
'793511469304442880',
'793511558554882048',
'793511847899070465',
'793511899279208449',
'793511927951613952',
'793512043991162880',
'793512393548496896',
'793512474192543744',
'793512535316164608',
'793512583483371520',
'793512659912105989',
'793512845174534144',
'793513376316026881',
'793513446633533440',
'793513574178193408',
'793513622953689088',
'793513776003842048',
'793514072306229248',
'793514191638392832',
'793514361981657092',
'793514803167977472',
'793514803654524928',
'793514925230551040',
'793514927340265472',
'793514967240704000',
'793515199613505536',
'793515228877066240',
'793515294249607168',
'793515308250198016',
'793515382879449089',
'793515633128382464',
'793515895523979264',
'793516077334626304',
'793516124914716672',
'793516217776607232',
'793516274034872328',
'793516336806825984',
'793516456940072960',
'793516472530309120',
'793516589496819714',
'793516920695824384',
'793516961317679105',
'793517007878717440',
'793517211616944128',
'793517259880861696',
'793517349676646400',
'793517965929046020',
'793518219239821312',
'793518779514884096',
'793518873320587264',
'793519100957978625',
'793519224618622981',
'793519574541078532',
'793519845216321536',
'793519960869961728',
'793519961423609860',
'793520231696232448',
'793520634051432448',
'793520729618644992',
'793520773440933889',
'793520808266194945',
'793521100256927747',
